السنة,الربع,المنطقة,النشاط الاقتصادي,عدد المنشآت متناهية الصغر,عدد المنشآت الصغيرة,عدد المنشآت المتوسطة,عدد المنشآت الكبيرة,عدد المنشآت,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
2023,2,منطقة الجوف,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,95.0,6.0,,,101.0,,,,,,,,,,
2023,2,منطقة الجوف,الأنشطة الإيجارية,591.0,24.0,,,615.0,,,,,,,,,,
2023,2,منطقة الجوف,الأنشطة البيطرية,1.0,,,,1.0,,,,,,,,,,
2023,2,منطقة الجوف,الأنشطة الرياضية وأنشطة التسلية والترفيه,39.0,7.0,,,46.0,,,,,,,,,,
2023,2,منطقة الجوف,الأنشطة العقارية,52.0,6.0,,,58.0,,,,,,,,,,
2023,2,منطقة الجوف,الأنشطة القانونية وأنشطة المحاسبة,31.0,9.0,,,40.0,,,,,,,,,,
2023,2,منطقة الجوف,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,1.0,,,,1.0,,,,,,,,,,
2023,2,منطقة الجوف,الأنشطة المهنية والعلمية والتقنية الأخرى,16.0,1.0,,,17.0,,,,,,,,,,
2023,2,منطقة الجوف,التخزين وأنشطة الدعم للنقل,96.0,25.0,,,121.0,,,,,,,,,,
2023,2,منطقة الجوف,التعليم,59.0,34.0,8.0,,101.0,,,,,,,,,,
2023,2,منطقة الجوف,الحراجة وقطع الأخشاب,1.0,,,,1.0,,,,,,,,,,
2023,2,منطقة الجوف,الرعاية مع الإقامة,3.0,,,,3.0,,,,,,,,,,
2023,2,منطقة الجوف,الصحة البشرية,26.0,42.0,7.0,,75.0,,,,,,,,,,
2023,2,منطقة الجوف,الصرف الصحي,11.0,,,,11.0,,,,,,,,,,
2023,2,منطقة الجوف,الصناعة التحويلية الأخرى,7.0,2.0,,,9.0,,,,,,,,,,
2023,2,منطقة الجوف,الطباعة واستنساخ وسائط الأعلام المسجّلة,11.0,1.0,,,12.0,,,,,,,,,,
2023,2,منطقة الجوف,النقل البري و النقل عبر الأنابيب,574.0,85.0,6.0,,665.0,,,,,,,,,,
2023,2,منطقة الجوف,النقل الجوي,7.0,,,,7.0,,,,,,,,,,
2023,2,منطقة الجوف,الهندسة المدنية,45.0,16.0,4.0,1.0,66.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة الاستخدام,27.0,3.0,1.0,,31.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة الأمن والتحقيقات,6.0,2.0,,,8.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من أنشطة,9.0,1.0,,,10.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة البرمجة والإذاعة,1.0,,,,1.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,1.0,,,,1.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة التشييد المتخصصة,727.0,55.0,4.0,,786.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة الخدمات الشخصية الأخرى,835.0,40.0,,,875.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات,9.0,,,,9.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة العمل الاجتماعي، دون إقامة,21.0,26.0,,,47.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل,104.0,14.0,,,118.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة,1.0,,,,1.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة المنظمات ذات العضوية,22.0,2.0,,,24.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة النشر,3.0,,,,3.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة تقديم الخدمات للمباني وتجميل المواقع,183.0,21.0,5.0,1.0,210.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,2.0,1.0,,,3.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة خدمات الأطعمة والمشروبات,1195.0,211.0,5.0,,1411.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة خدمات المعلومات,5.0,1.0,,,6.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة خدمات دعم التعدين,6.0,,,,6.0,,,,,,,,,,
2023,2,منطقة الجوف,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,767.0,19.0,1.0,1.0,788.0,,,,,,,,,,
2023,2,منطقة الجوف,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,2603.0,298.0,7.0,,2908.0,,,,,,,,,,
2023,2,منطقة الجوف,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,648.0,118.0,2.0,,768.0,,,,,,,,,,
2023,2,منطقة الجوف,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,1026.0,118.0,,,1144.0,,,,,,,,,,
2023,2,منطقة الجوف,تجميع المياه ومعالجتها وتوصيلها,20.0,2.0,1.0,,23.0,,,,,,,,,,
2023,2,منطقة الجوف,تشييد المباني,1637.0,228.0,10.0,1.0,1876.0,,,,,,,,,,
2023,2,منطقة الجوف,تعدين ركازات الفلزات,1.0,,,,1.0,,,,,,,,,,
2023,2,منطقة الجوف,توصيل الكهرباء والغاز والبخار وتكييف الهواء,6.0,,,,6.0,,,,,,,,,,
2023,2,منطقة الجوف,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,91.0,12.0,,,103.0,,,,,,,,,,
2023,2,منطقة الجوف,صُنع المشروبات,5.0,3.0,1.0,,9.0,,,,,,,,,,
2023,2,منطقة الجوف,صُنع الملبوسات,301.0,11.0,,,312.0,,,,,,,,,,
2023,2,منطقة الجوف,صُنع المنتجات الجلدية والمنتجات ذات الصلة,2.0,,,,2.0,,,,,,,,,,
2023,2,منطقة الجوف,صُنع المنتجات الغذائية,177.0,37.0,2.0,,216.0,,,,,,,,,,
2023,2,منطقة الجوف,صُنع المنسوجات,62.0,4.0,,,66.0,,,,,,,,,,
2023,2,منطقة الجوف,صُنع المواد الكيميائية والمنتجات الكيميائية,7.0,3.0,,,10.0,,,,,,,,,,
2023,2,منطقة الجوف,صُنع الورق ومنتجات الورق,2.0,2.0,,,4.0,,,,,,,,,,
2023,2,منطقة الجوف,صناعة الآلات والمعدات غير المصنفة في موضع أخر,2.0,,1.0,,3.0,,,,,,,,,,
2023,2,منطقة الجوف,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,9.0,1.0,,,10.0,,,,,,,,,,
2023,2,منطقة الجوف,صناعة معدات النقل الأخرى,1.0,,,,1.0,,,,,,,,,,
2023,2,منطقة الجوف,صنع الأثاث,122.0,8.0,,,130.0,,,,,,,,,,
2023,2,منطقة الجوف,صنع الحواسيب والمنتجات الإلكترونية والبصرية,5.0,,,,5.0,,,,,,,,,,
2023,2,منطقة الجوف,صنع الفلزات القاعدية,15.0,2.0,,,17.0,,,,,,,,,,
2023,2,منطقة الجوف,صنع المعدات الكهربائية,12.0,1.0,,,13.0,,,,,,,,,,
2023,2,منطقة الجوف,صنع المنتجات الصيدلانية الأساسية والمستحضرات الصيدلانية,7.0,,,,7.0,,,,,,,,,,
2023,2,منطقة الجوف,صنع منتجات المطاط واللدائن,13.0,2.0,1.0,1.0,17.0,,,,,,,,,,
2023,2,منطقة الجوف,صنع منتجات المعادن اللافلزية الأخرى,39.0,28.0,14.0,,81.0,,,,,,,,,,
2023,2,منطقة الجوف,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),310.0,23.0,,,333.0,,,,,,,,,,
2023,2,منطقة الجوف,صيد الأسماك وتربية المائيات,627.0,3.0,,,630.0,,,,,,,,,,
2023,2,منطقة الجوف,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,18.0,3.0,,,21.0,,,,,,,,,,
2023,2,منطقة الجوف,غير معرف,1737.0,17.0,,,1754.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أبحاث الإعلان والسوق,31.0,2.0,,,33.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,77.0,,,,77.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,إصلاح وتركيب الآلات والمعدات,67.0,1.0,2.0,,70.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,الاتصالات,12.0,1.0,,,13.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,الإدارة العامة والدفاع ؛ والضمان الاجتماعي الإلزامي,3.0,,,,3.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,الإقامة,35.0,12.0,1.0,,48.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,الأنشطة الإبداعية والفنون وأنشطة الترفيه,1.0,,,,1.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,الأنشطة الأخرى للتعدين واستغلال المحاجر,7.0,3.0,2.0,,12.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,50.0,2.0,,,52.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,الأنشطة الإيجارية,193.0,9.0,,,202.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,الأنشطة البيطرية,5.0,,,,5.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,الأنشطة الرياضية وأنشطة التسلية والترفيه,47.0,8.0,,,55.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,الأنشطة العقارية,40.0,3.0,,,43.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,الأنشطة القانونية وأنشطة المحاسبة,10.0,1.0,,,11.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,الأنشطة المهنية والعلمية والتقنية الأخرى,12.0,,,,12.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,الأنشطة غير المتميزة لإنتاج السلع والخدمات التي تقوم بها الأسر المعيشية الخاصة لإستعمالها الخاص,1.0,,,,1.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,البحث والتطوير في المجال العلمي,1.0,,,,1.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,التخزين وأنشطة الدعم للنقل,35.0,1.0,,,36.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,التعليم,23.0,19.0,3.0,,45.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,الحراجة وقطع الأخشاب,1.0,,,,1.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,الصحة البشرية,17.0,33.0,5.0,,55.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,الصرف الصحي,4.0,,1.0,,5.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,الصناعة التحويلية الأخرى,4.0,,,,4.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,الطباعة واستنساخ وسائط الأعلام المسجّلة,5.0,2.0,,,7.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,النقل البري و النقل عبر الأنابيب,311.0,66.0,,,377.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,النقل الجوي,,2.0,,,2.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,النقل المائي,1.0,,,,1.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,الهندسة المدنية,39.0,6.0,2.0,,47.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة الاستخدام,20.0,4.0,1.0,,25.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة الأمن والتحقيقات,1.0,2.0,,1.0,4.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من أنشطة,9.0,,,,9.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,2.0,,,,2.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة التشييد المتخصصة,484.0,33.0,1.0,,518.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة الخدمات الشخصية الأخرى,633.0,20.0,,,653.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات,4.0,1.0,,,5.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة العمل الاجتماعي، دون إقامة,29.0,8.0,,,37.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل,50.0,8.0,,,58.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة,3.0,,,,3.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة المكتبات والمحفوظات والمتاحف والأنشطة الثقافية الأخرى,2.0,,,,2.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة المنظمات ذات العضوية,4.0,1.0,,,5.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة النشر,2.0,,,,2.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة تقديم الخدمات للمباني وتجميل المواقع,69.0,10.0,2.0,1.0,82.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,,2.0,,,2.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة خدمات الأطعمة والمشروبات,1126.0,152.0,4.0,,1282.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة خدمات المعلومات,1.0,,,,1.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة خدمات دعم التعدين,,1.0,,,1.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,86.0,3.0,,,89.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,1953.0,161.0,5.0,,2119.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,404.0,46.0,2.0,,452.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,730.0,70.0,,,800.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,تجميع المياه ومعالجتها وتوصيلها,17.0,4.0,,,21.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,تشييد المباني,1600.0,157.0,10.0,3.0,1770.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,تعدين ركازات الفلزات,3.0,,,,3.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,توصيل الكهرباء والغاز والبخار وتكييف الهواء,3.0,,,,3.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,51.0,2.0,,,53.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,صُنع المشروبات,1.0,2.0,,,3.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,صُنع الملبوسات,282.0,5.0,,,287.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,صُنع المنتجات الجلدية والمنتجات ذات الصلة,6.0,1.0,,,7.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,صُنع المنتجات الغذائية,118.0,18.0,1.0,,137.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,صُنع المنسوجات,27.0,3.0,,,30.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,صُنع المواد الكيميائية والمنتجات الكيميائية,6.0,2.0,,1.0,9.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,صُنع الورق ومنتجات الورق,1.0,2.0,,,3.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,صناعة الآلات والمعدات غير المصنفة في موضع أخر,3.0,,,,3.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,1.0,,,,1.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,صناعة معدات النقل الأخرى,1.0,,,,1.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,صنع الأثاث,92.0,4.0,,,96.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,صنع الحواسيب والمنتجات الإلكترونية والبصرية,4.0,,,,4.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,صنع الفلزات القاعدية,8.0,,,,8.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,صنع المعدات الكهربائية,15.0,,,,15.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,صنع المنتجات الصيدلانية الأساسية والمستحضرات الصيدلانية,3.0,,,,3.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,صنع منتجات المطاط واللدائن,3.0,2.0,,,5.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,صنع منتجات المعادن اللافلزية الأخرى,36.0,19.0,4.0,1.0,60.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),123.0,18.0,,,141.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,صيد الأسماك وتربية المائيات,227.0,2.0,,,229.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,11.0,2.0,1.0,,14.0,,,,,,,,,,
2023,2,منطقة الحدود الشمالية,غير معرف,806.0,17.0,,,823.0,,,,,,,,,,
2023,2,منطقة الرياض,أبحاث الإعلان والسوق,2102.0,611.0,37.0,5.0,2755.0,,,,,,,,,,
2023,2,منطقة الرياض,استخراج النفط الخام والغاز الطبيعي,17.0,7.0,2.0,,26.0,,,,,,,,,,
2023,2,منطقة الرياض,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,1858.0,342.0,119.0,19.0,2338.0,,,,,,,,,,
2023,2,منطقة الرياض,إصلاح وتركيب الآلات والمعدات,1288.0,311.0,92.0,22.0,1713.0,,,,,,,,,,
2023,2,منطقة الرياض,الاتصالات,355.0,120.0,25.0,15.0,515.0,,,,,,,,,,
2023,2,منطقة الرياض,الإدارة العامة والدفاع ؛ والضمان الاجتماعي الإلزامي,189.0,37.0,3.0,2.0,231.0,,,,,,,,,,
2023,2,منطقة الرياض,الإقامة,772.0,418.0,81.0,6.0,1277.0,,,,,,,,,,
2023,2,منطقة الرياض,الأنشطة الإبداعية والفنون وأنشطة الترفيه,101.0,13.0,2.0,1.0,117.0,,,,,,,,,,
2023,2,منطقة الرياض,الأنشطة الأخرى للتعدين واستغلال المحاجر,305.0,147.0,30.0,5.0,487.0,,,,,,,,,,
2023,2,منطقة الرياض,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,2337.0,534.0,43.0,12.0,2926.0,,,,,,,,,,
2023,2,منطقة الرياض,الأنشطة الإيجارية,48024.0,868.0,40.0,5.0,48937.0,,,,,,,,,,
2023,2,منطقة الرياض,الأنشطة البيطرية,85.0,35.0,3.0,,123.0,,,,,,,,,,
2023,2,منطقة الرياض,الأنشطة الرياضية وأنشطة التسلية والترفيه,785.0,283.0,27.0,5.0,1100.0,,,,,,,,,,
2023,2,منطقة الرياض,الأنشطة العقارية,2350.0,740.0,63.0,10.0,3163.0,,,,,,,,,,
2023,2,منطقة الرياض,الأنشطة القانونية وأنشطة المحاسبة,1613.0,515.0,26.0,3.0,2157.0,,,,,,,,,,
2023,2,منطقة الرياض,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,167.0,167.0,42.0,11.0,387.0,,,,,,,,,,
2023,2,منطقة الرياض,الأنشطة المهنية والعلمية والتقنية الأخرى,602.0,145.0,6.0,2.0,755.0,,,,,,,,,,
2023,2,منطقة الرياض,البحث والتطوير في المجال العلمي,75.0,37.0,4.0,,116.0,,,,,,,,,,
2023,2,منطقة الرياض,التخزين وأنشطة الدعم للنقل,2099.0,576.0,127.0,29.0,2831.0,,,,,,,,,,
2023,2,منطقة الرياض,التعليم,5974.0,608.0,205.0,42.0,6829.0,,,,,,,,,,
2023,2,منطقة الرياض,الحراجة وقطع الأخشاب,10.0,2.0,1.0,,13.0,,,,,,,,,,
2023,2,منطقة الرياض,الرعاية مع الإقامة,22.0,19.0,4.0,,45.0,,,,,,,,,,
2023,2,منطقة الرياض,الصحة البشرية,672.0,971.0,281.0,73.0,1997.0,,,,,,,,,,
2023,2,منطقة الرياض,الصرف الصحي,119.0,34.0,6.0,2.0,161.0,,,,,,,,,,
2023,2,منطقة الرياض,الصناعة التحويلية الأخرى,203.0,173.0,61.0,6.0,443.0,,,,,,,,,,
2023,2,منطقة الرياض,الطباعة واستنساخ وسائط الأعلام المسجّلة,265.0,150.0,14.0,,429.0,,,,,,,,,,
2023,2,منطقة الرياض,النقل البري و النقل عبر الأنابيب,14507.0,1266.0,248.0,62.0,16083.0,,,,,,,,,,
2023,2,منطقة الرياض,النقل الجوي,216.0,23.0,6.0,2.0,247.0,,,,,,,,,,
2023,2,منطقة الرياض,النقل المائي,119.0,16.0,2.0,,137.0,,,,,,,,,,
2023,2,منطقة الرياض,الهندسة المدنية,1310.0,661.0,241.0,120.0,2332.0,,,,,,,,,,
2023,2,منطقة الرياض,أنشطة الاستخدام,773.0,171.0,35.0,52.0,1031.0,,,,,,,,,,
2023,2,منطقة الرياض,أنشطة الاسر المعيشية التي تستخدم أفراداً للعمل المنزلي,7.0,,,,7.0,,,,,,,,,,
2023,2,منطقة الرياض,أنشطة الأمن والتحقيقات,114.0,44.0,23.0,20.0,201.0,,,,,,,,,,
2023,2,منطقة الرياض,أنشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من أنشطة,1522.0,641.0,97.0,27.0,2287.0,,,,,,,,,,
